extractor_id,condition,task_type,financebench_id,question,gold_answer,formula,n_vars,computed,executed,match_units,fail_reason,extractor_raw,support_probability,verbalized_confidence,logprob_confidence,parsed_answer,weak_match_raw,weak_match_answer,numeric_match_answer,refusal,confidence,brier,overconfident_wrong
nvidia/Nemotron-Mini-4B-Instruct,tool_program,period_comparison,f676f351-90da-440c-8608-959fa528250c,Approximately how many more people live in Tunis compared to Sfax?,450000,,0,,False,False,no_program_parsed,"{""variables"": {}, ""formula"": """", ""unit"": ""none""}",0.0,,,INSUFFICIENT_EVIDENCE,False,False,False,True,0.0,0.0,False
nvidia/Nemotron-Mini-4B-Instruct,tool_program,generic_financial_qa,524e59f1-3697-4537-bbe8-371eea8468b5,How many days after Henry and Charles agreed to sign a treaty to invade France was the invasion of France to happen?,171,,0,,False,False,no_program_parsed,"{""variables"": {}, ""formula"": """", ""unit"": ""none""}",0.0,,,INSUFFICIENT_EVIDENCE,False,False,False,True,0.0,0.0,False
nvidia/Nemotron-Mini-4B-Instruct,tool_program,generic_financial_qa,be626d26-304c-4522-afdd-3cffc3bc0819,How many points did Jacksonville win by?,41,jaguars_score - jets_score,2,38,True,False,,"{""variables"": {""jaguars_score"": 38, ""jets_score"": 0}, ""formula"": ""jaguars_score - jets_score"", ""unit"": ""points""}",1.0,1.0,0.7725348472595215,38,False,False,False,False,1.0,1.0,True
nvidia/Nemotron-Mini-4B-Instruct,tool_program,ratio_calculation,2dc7d258-2e14-478d-ad08-72cee442f8d9,How many percent of people in 2000 were not Asian?,98.55,,0,,False,False,no_program_parsed,"{""variables"": {}, ""formula"": """", ""unit"": ""none""}",0.0,,,INSUFFICIENT_EVIDENCE,False,False,False,True,0.0,0.0,False
nvidia/Nemotron-Mini-4B-Instruct,tool_program,generic_financial_qa,621c1c15-0c26-4e1d-b977-2f1fa7f572bf,How many points were scored in the second half of the game?,10,,0,,False,False,no_program_parsed,"{""variables"": {}, ""formula"": """", ""unit"": ""none""}",0.0,,,INSUFFICIENT_EVIDENCE,False,False,False,True,0.0,0.0,False
nvidia/Nemotron-Mini-4B-Instruct,tool_program,ratio_calculation,4ce7e457-4efb-4352-bc1b-f4b49013d168,How many percent did not have individuals under 18?,70.5,individuals_under_18 / households * 100,2,0.0%,True,False,,"{""variables"": {""individuals_under_18"": 31.5, ""households"": 88296}, ""formula"": ""individuals_under_18 / households * 100"", ""unit"": ""percent""}",1.0,0.0,0.7746766805648804,0.0%,False,False,False,False,1.0,1.0,True
nvidia/Nemotron-Mini-4B-Instruct,tool_program,ratio_calculation,fd37e49d-1f0a-419b-ade5-71230f2a339d,How many in percent from the census weren't swedish?,65,100 - swedish,2,86.1%,True,False,,"{""variables"": {""swedish"": 13.9, ""total"": 7791}, ""formula"": ""100 - swedish"", ""unit"": ""percent""}",1.0,0.9,0.7355495691299438,86.1%,False,False,False,False,1.0,1.0,True
nvidia/Nemotron-Mini-4B-Instruct,tool_program,generic_financial_qa,66203c83-f388-432f-a493-239102722e77,How many of the four campaigns against the Livonians carried out by Novgorod resulted in success?,0,,0,,False,False,no_program_parsed,"{""variables"": {}, ""formula"": """", ""unit"": ""none""}",0.0,,,INSUFFICIENT_EVIDENCE,True,False,False,True,0.0,0.0,False
nvidia/Nemotron-Mini-4B-Instruct,tool_program,generic_financial_qa,2071537e-4b83-4456-8205-0ba4050f325c,How many days did it take the Mongol armey to travel from Male to Myinsaing?,10,,0,,False,False,no_program_parsed,"{""variables"": {}, ""formula"": """", ""unit"": ""none""}",0.0,,,INSUFFICIENT_EVIDENCE,False,False,False,True,0.0,0.0,False
nvidia/Nemotron-Mini-4B-Instruct,tool_program,ratio_calculation,0b0de2b6-099d-463f-9eb4-0b5acd505b38,How many percent of people were not between ages of 5 and 9?,93.7,100 - under_age_18,2,77.3%,True,False,,"{""variables"": {""under_age_18"": 22.7, ""median_age"": 40.9}, ""formula"": ""100 - under_age_18"", ""unit"": ""percent""}",1.0,0.9,0.796413004398346,77.3%,False,False,False,False,1.0,1.0,True
nvidia/Nemotron-Mini-4B-Instruct,tool_program,period_comparison,89231d6d-51f7-44bc-a314-f01695ab3bf8,How many more Japanese are there compared to Chinese nationals in Bangkok?,25677,japanese - chinese,2,25677,True,True,,"{""variables"": {""japanese"": 81570, ""chinese"": 55893}, ""formula"": ""japanese - chinese"", ""unit"": ""number""}",1.0,0.9,0.7701044678688049,25677,True,True,True,False,1.0,0.0,False
nvidia/Nemotron-Mini-4B-Instruct,tool_program,guidance_delta,3059f5b3-e3a8-4fd5-8a2f-d0c3071f5c16,How many francs was old age pensions per month before it was raised by 300 francs for a single person?,1400,,0,,False,False,no_program_parsed,"{""variables"": {}, ""formula"": """", ""unit"": ""none""}",0.0,,,INSUFFICIENT_EVIDENCE,False,False,False,True,0.0,0.0,False
nvidia/Nemotron-Mini-4B-Instruct,tool_program,generic_financial_qa,dbf61567-8597-4d2c-a79a-64066c33f5af,How many days did it take the Ente to approve the Foch Line?,8,days,1,18,True,False,,"{""variables"": {""days"": 18}, ""formula"": ""days"", ""unit"": ""day""}",1.0,0.9,0.6071447730064392,18,False,False,False,False,1.0,1.0,True
nvidia/Nemotron-Mini-4B-Instruct,tool_program,generic_financial_qa,09942ac2-8d68-4baf-9458-ab6b04f76958,how many yards did Battle run?,3,battle_yards,1,3,True,True,,"{""variables"": {""battle_yards"": 3}, ""formula"": ""battle_yards"", ""unit"": ""yard""}",1.0,0.9,0.6094936728477478,3,True,True,True,False,1.0,0.0,False
nvidia/Nemotron-Mini-4B-Instruct,tool_program,generic_financial_qa,06ab630d-c2dd-4f2a-b23f-e0e4436025f3,How many more people than households are reported according to the census?,9899,,0,,False,False,no_program_parsed,"{""variables"": {}, ""formula"": """", ""unit"": ""none""}",0.0,,,INSUFFICIENT_EVIDENCE,False,False,False,True,0.0,0.0,False
nvidia/Nemotron-Mini-4B-Instruct,tool_program,generic_financial_qa,973b6689-bf6a-4140-a8e5-22c5796ecd73,How many touchdowns were scored during the first quarter?,3,,0,,False,False,no_program_parsed,"{""variables"": {}, ""formula"": """", ""unit"": ""none""}",0.0,,,INSUFFICIENT_EVIDENCE,False,False,False,True,0.0,0.0,False
nvidia/Nemotron-Mini-4B-Instruct,tool_program,ratio_calculation,831d5830-7bf3-4cdf-bc89-f7a39060f598,How many in percent from the census weren't White?,23.79,,0,,False,False,no_program_parsed,"{""variables"": {}, ""formula"": """", ""unit"": ""none""}",0.0,,,INSUFFICIENT_EVIDENCE,False,False,False,True,0.0,0.0,False
nvidia/Nemotron-Mini-4B-Instruct,tool_program,generic_financial_qa,7fbcd385-a95f-4998-a63a-8b44c9369f59,How many wins did the Eagles have after losing to the Ravens?,5,,0,,False,False,no_program_parsed,"{""variables"": {}, ""formula"": """", ""unit"": ""none""}",0.0,,,INSUFFICIENT_EVIDENCE,False,False,False,True,0.0,0.0,False
nvidia/Nemotron-Mini-4B-Instruct,tool_program,ratio_calculation,55fc402d-7b13-4863-b065-51be765f642d,How many in percent weren't 18 to 24?,93.6,,0,,False,False,no_program_parsed,"{""variables"": {}, ""formula"": """", ""unit"": ""none""}",0.0,,,INSUFFICIENT_EVIDENCE,False,False,False,True,0.0,0.0,False
nvidia/Nemotron-Mini-4B-Instruct,tool_program,generic_financial_qa,bf0c5770-1e03-4a94-a336-742f6e6716cf,How many months after Marghiloman renounced the treaty did Romania re-enter the war?,1,,0,,False,False,no_program_parsed,"{""variables"": {}, ""formula"": """", ""unit"": ""none""}",0.0,,,INSUFFICIENT_EVIDENCE,False,False,False,True,0.0,0.0,False
nvidia/Nemotron-Mini-4B-Instruct,tool_program,generic_financial_qa,435366d2-3547-4adc-9419-d268336e47a1,"How many people are in Chişinău, Bălţi, and Ungheni combined?",779489,Chişinău + Bălţi + Ungheni,6,,False,False,formula_did_not_execute,"{""variables"": {""Chişinău"": 644204, ""Bălţi"": 102457, ""Ungheni"": 32828, ""Cahul"": 28763, ""Soroca"": 22196, ""Orhei"": 21065}, ""formula"": ""Chişinău + Bălţi + Ungheni"", ""unit"": ""people""}",0.0,,,INSUFFICIENT_EVIDENCE,False,False,False,True,0.0,0.0,False
nvidia/Nemotron-Mini-4B-Instruct,tool_program,generic_financial_qa,915ccfea-addf-4114-9d0d-996c515d0d32,How many interceptions were thrown by Kaepernick?,3,interceptions,0,,False,False,formula_did_not_execute,"{""variables"": {""interceptions"": """"}, ""formula"": ""interceptions"", ""unit"": ""none""}",0.0,,,INSUFFICIENT_EVIDENCE,False,False,False,True,0.0,0.0,False
nvidia/Nemotron-Mini-4B-Instruct,tool_program,generic_financial_qa,adbab37e-cb14-49fc-909b-cce4aa904d88,How many years did it take for the Ming to first conquer the Yunnan borderlands?,8,,0,,False,False,no_program_parsed,"{""variables"": {}, ""formula"": """", ""unit"": ""none""}",0.0,,,INSUFFICIENT_EVIDENCE,False,False,False,True,0.0,0.0,False
nvidia/Nemotron-Mini-4B-Instruct,tool_program,ratio_calculation,95c84874-9b5d-46c3-bea9-3f81cd5e63fb,How many percent were not  Irish?,92.2,100 * (not_irish / total_population),3,68.7%,True,False,,"{""variables"": {""total_population"": 250291, ""irish"": 78291, ""not_irish"": 172000}, ""formula"": ""100 * (not_irish / total_population)"", ""unit"": ""percent""}",0.333,0.9,0.7356443405151367,68.7%,False,False,False,False,0.333,0.11088900000000002,False
nvidia/Nemotron-Mini-4B-Instruct,tool_program,generic_financial_qa,9f8cd721-ae32-4d42-99f0-6044fc8b7c25,How many touchdowns were scored in the first half?,1,,0,,False,False,no_program_parsed,"{""variables"": {}, ""formula"": """", ""unit"": ""none""}",0.0,,,INSUFFICIENT_EVIDENCE,False,False,False,True,0.0,0.0,False
nvidia/Nemotron-Mini-4B-Instruct,tool_program,generic_financial_qa,52e368aa-4c2a-426b-a0c2-e2f16ac16de3,How many denominations existed for centavos in 1942?,4,,0,,False,False,no_program_parsed,"{""variables"": {}, ""formula"": """", ""unit"": ""none""}",0.0,,,INSUFFICIENT_EVIDENCE,False,False,False,True,0.0,0.0,False
nvidia/Nemotron-Mini-4B-Instruct,tool_program,generic_financial_qa,7bc7602b-3f64-4181-b465-0dbcba1e8d82,How many more Russian and Left-Bank Cossacks were killed than wounded?,200,killed - wounded,3,200,True,True,,"{""variables"": {""killed"": 4200, ""wounded"": 4000, ""captives"": 20500}, ""formula"": ""killed - wounded"", ""unit"": ""number""}",1.0,0.9,0.8239492177963257,200,True,True,True,False,1.0,0.0,False
nvidia/Nemotron-Mini-4B-Instruct,tool_program,generic_financial_qa,eb024d5a-3c15-4433-9fb9-6dc25e73ab36,How many months after a truce of the War of Independence was called did negotiations of the Anglo-Irish Treaty begin?,3,,0,,False,False,no_program_parsed,"{""variables"": {}, ""formula"": """", ""unit"": ""none""}",0.0,,,INSUFFICIENT_EVIDENCE,False,False,False,True,0.0,0.0,False
nvidia/Nemotron-Mini-4B-Instruct,tool_program,ratio_calculation,1744ddd5-6e55-4f9c-90af-9cb035f12695,How many percentage points did the GDP increase by from 2008 to 2009?,2.9,GDP_2009 / GDP_2008 - 1,3,0.1%,True,False,,"{""variables"": {""GDP_2008"": 55100000000, ""GDP_2009"": 57900000000, ""population"": 44830000}, ""formula"": ""GDP_2009 / GDP_2008 - 1"", ""unit"": ""percent""}",0.0,0.5,0.8021910786628723,0.1%,False,False,False,False,0.0,0.0,False
nvidia/Nemotron-Mini-4B-Instruct,tool_program,generic_financial_qa,f22e69f5-578c-425d-ba5e-105c7b31c2d6,How many years had passed from when the Karnkowski Statues were instated to when the were lifted?,15,,0,,False,False,no_program_parsed,"{""variables"": {}, ""formula"": """", ""unit"": ""none""}",0.0,,,INSUFFICIENT_EVIDENCE,False,False,False,True,0.0,0.0,False
nvidia/Nemotron-Mini-4B-Instruct,tool_program,generic_financial_qa,40fb6526-e62b-4c73-aa24-fcb703433549,How many years after here marriage to Killigrew did Catherine die?,42,,0,,False,False,no_program_parsed,"{""variables"": {}, ""formula"": """", ""unit"": ""none""}",0.0,,,INSUFFICIENT_EVIDENCE,False,False,False,True,0.0,0.0,False
nvidia/Nemotron-Mini-4B-Instruct,tool_program,generic_financial_qa,e22df63c-dbde-4af5-b20d-bb8a47873a47,How many years after Jaél de Peigne married Killigrew was she naturalised?,11,years_after_marriage,1,5,True,False,,"{""variables"": {""years_after_marriage"": 5}, ""formula"": ""years_after_marriage"", ""unit"": ""years""}",1.0,0.9,0.6404660940170288,5,False,False,False,False,1.0,1.0,True
nvidia/Nemotron-Mini-4B-Instruct,tool_program,ratio_calculation,83c09b29-787f-45b1-a797-1d180da12849,How many in percent weren't 45 to 64?,79.9,,0,,False,False,no_program_parsed,"{""variables"": {}, ""formula"": """", ""unit"": ""none""}",0.0,,,INSUFFICIENT_EVIDENCE,False,False,False,True,0.0,0.0,False
nvidia/Nemotron-Mini-4B-Instruct,tool_program,period_comparison,485017d8-a96b-4958-9f97-9c0765ec9390,"How many more, according to a 2008 report, Laz people were there compared to Assyrian people?",55000,Laz_people - Assyrian_people,2,55000,True,True,,"{""variables"": {""Laz_people"": 80000, ""Assyrian_people"": 25000}, ""formula"": ""Laz_people - Assyrian_people"", ""unit"": ""people""}",1.0,0.9,0.7543267011642456,55000,True,True,True,False,1.0,0.0,False
nvidia/Nemotron-Mini-4B-Instruct,tool_program,ratio_calculation,00b0b658-4c36-4031-9e48-9df2ecd47ccb,How many percent did not speak German?,98.49,100 - (german_speakers / total_population) * 100,3,95.6%,True,False,,"{""variables"": {""total_population"": 49129, ""spanish_speakers"": 2852, ""german_speakers"": 2178}, ""formula"": ""100 - (german_speakers / total_population) * 100"", ""unit"": ""percent""}",0.333,0.99,0.8248409628868103,95.6%,False,False,False,False,0.333,0.11088900000000002,False
nvidia/Nemotron-Mini-4B-Instruct,tool_program,ratio_calculation,e751f5e4-5967-4c05-b38f-f3c80102f37d,How many percent of people were not African American?,98.75,,0,,False,False,no_program_parsed,"{""variables"": {}, ""formula"": """", ""unit"": ""none""}",0.0,,,INSUFFICIENT_EVIDENCE,False,False,False,True,0.0,0.0,False
